SEQUENCE_ID,RANK,STEP
dev_mosfet_seq_0452_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0452_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0452_t80,2,CURE PASSIVATION
dev_mosfet_seq_0452_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0452_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0452_t80,5,METAL PATTERN INSPECTION
dev_mosfet_seq_0364_t60,1,BACKSIDE ANNEAL
dev_mosfet_seq_0364_t60,2,CURE PASSIVATION
dev_mosfet_seq_0364_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0364_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0364_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0364_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0364_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0364_t80,3,CURE PASSIVATION
dev_mosfet_seq_0364_t80,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0364_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0012_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0012_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0012_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0012_t60,4,CURE PASSIVATION
dev_mosfet_seq_0012_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0012_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0012_t80,2,CURE PASSIVATION
dev_mosfet_seq_0012_t80,3,DEPOSIT POLYSILICON
dev_mosfet_seq_0012_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0012_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0929_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0929_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0929_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0929_t60,4,CURE PASSIVATION
dev_mosfet_seq_0929_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0929_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0929_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0929_t80,3,CURE PASSIVATION
dev_mosfet_seq_0929_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0929_t80,5,METAL PATTERN INSPECTION
dev_mosfet_seq_0287_t60,1,CURE PASSIVATION
dev_mosfet_seq_0287_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0287_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0287_t60,4,CLEAN AFTER VIA ETCH
dev_mosfet_seq_0287_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0287_t80,1,CURE PASSIVATION
dev_mosfet_seq_0287_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0287_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0287_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0287_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0383_t60,1,DIELECTRIC ETCH VIA
dev_mosfet_seq_0383_t60,2,CURE PASSIVATION
dev_mosfet_seq_0383_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0383_t60,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0383_t60,5,RCA CLEAN 1
dev_mosfet_seq_0383_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0383_t80,2,OPEN BOND PAD WINDOW
dev_mosfet_seq_0383_t80,3,CURE PASSIVATION
dev_mosfet_seq_0383_t80,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0383_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0391_t60,1,CURE PASSIVATION
dev_mosfet_seq_0391_t60,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0391_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0391_t60,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0391_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0391_t80,1,STRIP RESIST
dev_mosfet_seq_0391_t80,2,CURE PASSIVATION
dev_mosfet_seq_0391_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0391_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0391_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0684_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0684_t60,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0684_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0684_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0684_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0684_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0684_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0684_t80,3,CURE PASSIVATION
dev_mosfet_seq_0684_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0684_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0893_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0893_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0893_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0893_t60,4,CURE PASSIVATION
dev_mosfet_seq_0893_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0893_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0893_t80,2,CURE PASSIVATION
dev_mosfet_seq_0893_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0893_t80,4,DEPOSIT POLYSILICON
dev_mosfet_seq_0893_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0961_t60,1,DIELECTRIC ETCH VIA
dev_mosfet_seq_0961_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0961_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0961_t60,4,CLEAN AFTER VIA ETCH
dev_mosfet_seq_0961_t60,5,CURE PASSIVATION
dev_mosfet_seq_0961_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0961_t80,2,CURE PASSIVATION
dev_mosfet_seq_0961_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0961_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0961_t80,5,STRIP RESIST
dev_mosfet_seq_0566_t60,1,CURE PASSIVATION
dev_mosfet_seq_0566_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0566_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0566_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0566_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0566_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0566_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0566_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0566_t80,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0566_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0516_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0516_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0516_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0516_t60,4,CURE PASSIVATION
dev_mosfet_seq_0516_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0516_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0516_t80,2,CURE PASSIVATION
dev_mosfet_seq_0516_t80,3,SOFT BAKE
dev_mosfet_seq_0516_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0516_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0050_t60,1,BACKSIDE ANNEAL
dev_mosfet_seq_0050_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0050_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0050_t60,4,CURE PASSIVATION
dev_mosfet_seq_0050_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0050_t80,1,CURE PASSIVATION
dev_mosfet_seq_0050_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0050_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0050_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0050_t80,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0459_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0459_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0459_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0459_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0459_t60,5,CURE PASSIVATION
dev_mosfet_seq_0459_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0459_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0459_t80,3,CURE PASSIVATION
dev_mosfet_seq_0459_t80,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0459_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0820_t60,1,CURE PASSIVATION
dev_mosfet_seq_0820_t60,2,STRIP RESIST
dev_mosfet_seq_0820_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0820_t60,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0820_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0820_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0820_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0820_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0820_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0820_t80,5,CURE PASSIVATION
dev_mosfet_seq_0075_t60,1,CURE PASSIVATION
dev_mosfet_seq_0075_t60,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0075_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0075_t60,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0075_t60,5,BACKSIDE ANNEAL
dev_mosfet_seq_0075_t80,1,CURE PASSIVATION
dev_mosfet_seq_0075_t80,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0075_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0075_t80,4,SOFT BAKE
dev_mosfet_seq_0075_t80,5,BACKSIDE ANNEAL
dev_mosfet_seq_0428_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0428_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0428_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0428_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0428_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0428_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0428_t80,2,CURE PASSIVATION
dev_mosfet_seq_0428_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0428_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0428_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0917_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0917_t60,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0917_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0917_t60,4,POST EXPOSE BAKE
dev_mosfet_seq_0917_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0917_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0917_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0917_t80,3,CURE PASSIVATION
dev_mosfet_seq_0917_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0917_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0311_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0311_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0311_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0311_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0311_t60,5,CURE PASSIVATION
dev_mosfet_seq_0311_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0311_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0311_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0311_t80,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0311_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0901_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0901_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0901_t60,3,CURE PASSIVATION
dev_mosfet_seq_0901_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0901_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0901_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0901_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0901_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0901_t80,4,CURE PASSIVATION
dev_mosfet_seq_0901_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0410_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0410_t60,2,CURE PASSIVATION
dev_mosfet_seq_0410_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0410_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0410_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0410_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0410_t80,2,SOFT BAKE
dev_mosfet_seq_0410_t80,3,CURE PASSIVATION
dev_mosfet_seq_0410_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0410_t80,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0106_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0106_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0106_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0106_t60,4,CURE PASSIVATION
dev_mosfet_seq_0106_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0106_t80,1,CURE PASSIVATION
dev_mosfet_seq_0106_t80,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0106_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0106_t80,4,SOFT BAKE
dev_mosfet_seq_0106_t80,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0726_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0726_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0726_t60,3,CURE PASSIVATION
dev_mosfet_seq_0726_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0726_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0726_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0726_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0726_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0726_t80,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0726_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0477_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0477_t60,2,CURE PASSIVATION
dev_mosfet_seq_0477_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0477_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0477_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0477_t80,1,SOFT BAKE
dev_mosfet_seq_0477_t80,2,CURE PASSIVATION
dev_mosfet_seq_0477_t80,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0477_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0477_t80,5,DEVELOP PHOTORESIST
dev_mosfet_seq_1000_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_1000_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_1000_t60,3,CURE PASSIVATION
dev_mosfet_seq_1000_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_1000_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_1000_t80,1,STRIP RESIST
dev_mosfet_seq_1000_t80,2,CURE PASSIVATION
dev_mosfet_seq_1000_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_1000_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_1000_t80,5,BACKSIDE ANNEAL
dev_mosfet_seq_0672_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0672_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0672_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0672_t60,4,CURE PASSIVATION
dev_mosfet_seq_0672_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0672_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0672_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0672_t80,3,CURE PASSIVATION
dev_mosfet_seq_0672_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0672_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0458_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0458_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0458_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0458_t60,4,CURE PASSIVATION
dev_mosfet_seq_0458_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0458_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0458_t80,2,OPEN BOND PAD WINDOW
dev_mosfet_seq_0458_t80,3,CURE PASSIVATION
dev_mosfet_seq_0458_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0458_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0963_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0963_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0963_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0963_t60,4,CURE PASSIVATION
dev_mosfet_seq_0963_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0963_t80,1,CURE PASSIVATION
dev_mosfet_seq_0963_t80,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0963_t80,3,SOFT BAKE
dev_mosfet_seq_0963_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0963_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0824_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0824_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0824_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0824_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0824_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0824_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0824_t80,2,CURE PASSIVATION
dev_mosfet_seq_0824_t80,3,SOFT BAKE
dev_mosfet_seq_0824_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0824_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0919_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0919_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0919_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0919_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0919_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0919_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0919_t80,2,CURE PASSIVATION
dev_mosfet_seq_0919_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0919_t80,4,DEPOSIT POLYSILICON
dev_mosfet_seq_0919_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0192_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0192_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0192_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0192_t60,4,CURE PASSIVATION
dev_mosfet_seq_0192_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0192_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0192_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0192_t80,3,CURE PASSIVATION
dev_mosfet_seq_0192_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0192_t80,5,METAL PATTERN INSPECTION
dev_mosfet_seq_0201_t60,1,BACKSIDE ANNEAL
dev_mosfet_seq_0201_t60,2,CURE PASSIVATION
dev_mosfet_seq_0201_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0201_t60,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0201_t60,5,POST EXPOSE BAKE
dev_mosfet_seq_0201_t80,1,SOFT BAKE
dev_mosfet_seq_0201_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0201_t80,3,CURE PASSIVATION
dev_mosfet_seq_0201_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0201_t80,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0374_t60,1,CURE PASSIVATION
dev_mosfet_seq_0374_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0374_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0374_t60,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0374_t60,5,STRIP RESIST
dev_mosfet_seq_0374_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0374_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0374_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0374_t80,4,CURE PASSIVATION
dev_mosfet_seq_0374_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0042_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0042_t60,2,CURE PASSIVATION
dev_mosfet_seq_0042_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0042_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0042_t60,5,BACKSIDE ANNEAL
dev_mosfet_seq_0042_t80,1,SPIN COAT PHOTORESIST
dev_mosfet_seq_0042_t80,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0042_t80,3,CURE PASSIVATION
dev_mosfet_seq_0042_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0042_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0598_t60,1,CURE PASSIVATION
dev_mosfet_seq_0598_t60,2,STRIP RESIST
dev_mosfet_seq_0598_t60,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0598_t60,4,BACKSIDE ANNEAL
dev_mosfet_seq_0598_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0598_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0598_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0598_t80,3,CURE PASSIVATION
dev_mosfet_seq_0598_t80,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0598_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0494_t60,1,CURE PASSIVATION
dev_mosfet_seq_0494_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0494_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0494_t60,4,BACKSIDE ANNEAL
dev_mosfet_seq_0494_t60,5,CLEAN AFTER VIA ETCH
dev_mosfet_seq_0494_t80,1,SOFT BAKE
dev_mosfet_seq_0494_t80,2,CURE PASSIVATION
dev_mosfet_seq_0494_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0494_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0494_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0372_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0372_t60,2,CURE PASSIVATION
dev_mosfet_seq_0372_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0372_t60,4,POST EXPOSE BAKE
dev_mosfet_seq_0372_t60,5,BACKSIDE ANNEAL
dev_mosfet_seq_0372_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0372_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0372_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0372_t80,4,CURE PASSIVATION
dev_mosfet_seq_0372_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0461_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0461_t60,2,CURE PASSIVATION
dev_mosfet_seq_0461_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0461_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0461_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0461_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0461_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0461_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0461_t80,4,CURE PASSIVATION
dev_mosfet_seq_0461_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0291_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0291_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0291_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0291_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0291_t60,5,CURE PASSIVATION
dev_mosfet_seq_0291_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0291_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0291_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0291_t80,4,CURE PASSIVATION
dev_mosfet_seq_0291_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0517_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0517_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0517_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0517_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0517_t60,5,CURE PASSIVATION
dev_mosfet_seq_0517_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0517_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0517_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0517_t80,4,CURE PASSIVATION
dev_mosfet_seq_0517_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0967_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0967_t60,2,CURE PASSIVATION
dev_mosfet_seq_0967_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0967_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0967_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0967_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0967_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0967_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0967_t80,4,CURE PASSIVATION
dev_mosfet_seq_0967_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0923_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0923_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0923_t60,3,CURE PASSIVATION
dev_mosfet_seq_0923_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0923_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0923_t80,1,SOFT BAKE
dev_mosfet_seq_0923_t80,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0923_t80,3,CURE PASSIVATION
dev_mosfet_seq_0923_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0923_t80,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0353_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0353_t60,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0353_t60,3,CURE PASSIVATION
dev_mosfet_seq_0353_t60,4,BACKSIDE ANNEAL
dev_mosfet_seq_0353_t60,5,STRIP RESIST
dev_mosfet_seq_0353_t80,1,CURE PASSIVATION
