SEQUENCE_ID,IS_VALID,PRIMARY_RULE,ALL_RULES
dev_anom_igbt_seq_0455_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0810_valid,1,,
dev_anom_ic_seq_0158_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0867_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0329_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0598_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0329_valid,1,,
dev_anom_igbt_seq_0412_valid,1,,
dev_anom_mosfet_seq_0761_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0556_valid,1,,
dev_anom_igbt_seq_0298_valid,1,,
dev_anom_ic_seq_0342_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0353_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0303_valid,1,,
dev_anom_igbt_seq_0444_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0148_valid,1,,
dev_anom_igbt_seq_0227_valid,1,,
dev_anom_igbt_seq_0725_valid,1,,
dev_anom_mosfet_seq_0192_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0168_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0959_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0455_valid,1,,
dev_anom_igbt_seq_0677_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0961_valid,1,,
dev_anom_ic_seq_0938_valid,1,,
dev_anom_igbt_seq_0683_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0086_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0894_valid,1,,
dev_anom_ic_seq_0018_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0516_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0158_valid,1,,
dev_anom_ic_seq_0378_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0981_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0675_valid,1,,
dev_anom_ic_seq_0081_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0721_valid,1,,
dev_anom_ic_seq_0652_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0106_valid,1,,
dev_anom_mosfet_seq_0967_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0475_valid,1,,
dev_anom_igbt_seq_0976_valid,1,,
dev_anom_mosfet_seq_0672_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0604_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0826_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0602_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0901_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0378_valid,1,,
dev_anom_igbt_seq_0574_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0719_valid,1,,
dev_anom_ic_seq_0810_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0298_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0459_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0477_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0300_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0469_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_igbt_seq_0862_valid,1,,
dev_anom_mosfet_seq_0042_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0349_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0789_valid,1,,
dev_anom_ic_seq_0693_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0477_valid,1,,
dev_anom_ic_seq_0193_valid,1,,
dev_anom_igbt_seq_0412_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_igbt_seq_0066_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0824_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0768_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0368_invalid,0,RULE_ETCH_NO_MASK,RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0531_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0919_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0738_valid,1,,
dev_anom_igbt_seq_0995_valid,1,,
dev_anom_igbt_seq_0383_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0230_valid,1,,
dev_anom_mosfet_seq_0433_valid,1,,
dev_anom_ic_seq_0652_valid,1,,
dev_anom_igbt_seq_0383_valid,1,,
dev_anom_mosfet_seq_0374_valid,1,,
dev_anom_igbt_seq_0066_valid,1,,
dev_anom_ic_seq_0693_valid,1,,
dev_anom_mosfet_seq_0566_valid,1,,
dev_anom_igbt_seq_0402_valid,1,,
dev_anom_mosfet_seq_0375_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0882_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0081_valid,1,,
dev_anom_igbt_seq_0678_valid,1,,
dev_anom_mosfet_seq_0684_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0869_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0683_valid,1,,
dev_anom_igbt_seq_0467_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0857_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0347_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0214_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0632_valid,1,,
dev_anom_ic_seq_0205_valid,1,,
dev_anom_igbt_seq_0629_valid,1,,
dev_anom_mosfet_seq_0452_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0181_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0374_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0250_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0250_valid,1,,
dev_anom_igbt_seq_0556_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0881_valid,1,,
dev_anom_ic_seq_0960_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0610_valid,1,,
dev_anom_ic_seq_0290_valid,1,,
dev_anom_ic_seq_0018_valid,1,,
dev_anom_ic_seq_0605_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_ic_seq_0670_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_mosfet_seq_0410_valid,1,,
dev_anom_igbt_seq_0241_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0675_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0349_valid,1,,
dev_anom_igbt_seq_0251_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0489_valid,1,,
dev_anom_igbt_seq_0488_valid,1,,
dev_anom_igbt_seq_0574_valid,1,,
dev_anom_mosfet_seq_0308_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0982_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0830_valid,1,,
dev_anom_ic_seq_0288_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0394_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0220_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0168_valid,1,,
dev_anom_igbt_seq_0720_valid,1,,
dev_anom_mosfet_seq_0858_valid,1,,
dev_anom_igbt_seq_0821_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0668_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0970_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_mosfet_seq_0452_valid,1,,
dev_anom_mosfet_seq_0303_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0531_valid,1,,
dev_anom_ic_seq_0237_valid,1,,
dev_anom_ic_seq_0147_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_ic_seq_0177_valid,1,,
dev_anom_ic_seq_0363_valid,1,,
dev_anom_mosfet_seq_0486_valid,1,,
dev_anom_igbt_seq_0099_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_mosfet_seq_0181_valid,1,,
dev_anom_igbt_seq_0377_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0111_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0583_valid,1,,
dev_anom_mosfet_seq_0547_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0202_valid,1,,
dev_anom_mosfet_seq_0919_valid,1,,
dev_anom_ic_seq_0726_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0365_valid,1,,
dev_anom_ic_seq_0670_valid,1,,
dev_anom_ic_seq_0616_valid,1,,
dev_anom_ic_seq_0275_valid,1,,
dev_anom_mosfet_seq_0842_valid,1,,
dev_anom_mosfet_seq_0073_valid,1,,
dev_anom_mosfet_seq_0091_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0271_valid,1,,
dev_anom_igbt_seq_0395_valid,1,,
dev_anom_ic_seq_0019_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0216_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0372_valid,1,,
dev_anom_mosfet_seq_0364_valid,1,,
dev_anom_ic_seq_0174_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_mosfet_seq_0958_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0970_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0300_valid,1,,
dev_anom_ic_seq_0005_valid,1,,
dev_anom_igbt_seq_0502_valid,1,,
dev_anom_mosfet_seq_0067_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0583_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0073_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0337_valid,1,,
dev_anom_igbt_seq_0804_valid,1,,
dev_anom_igbt_seq_0241_valid,1,,
dev_anom_igbt_seq_0069_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0410_invalid,0,RULE_ETCH_NO_MASK,RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP
dev_anom_igbt_seq_0764_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0566_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0191_valid,1,,
dev_anom_igbt_seq_0337_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0527_valid,1,,
dev_anom_ic_seq_0028_valid,1,,
dev_anom_ic_seq_0473_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0486_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0411_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP
dev_anom_mosfet_seq_0830_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP
dev_anom_mosfet_seq_0912_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0467_valid,1,,
dev_anom_igbt_seq_0764_valid,1,,
dev_anom_mosfet_seq_0842_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP
dev_anom_mosfet_seq_0486_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0287_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0620_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0442_valid,1,,
dev_anom_igbt_seq_0069_valid,1,,
dev_anom_mosfet_seq_0566_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP
dev_anom_ic_seq_0300_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0559_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_igbt_seq_0728_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0526_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_igbt_seq_0721_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0372_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0244_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0699_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0505_valid,1,,
dev_anom_ic_seq_0716_valid,1,,
dev_anom_mosfet_seq_0053_valid,1,,
dev_anom_ic_seq_0820_valid,1,,
dev_anom_mosfet_seq_0458_valid,1,,
dev_anom_igbt_seq_0720_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0637_valid,1,,
dev_anom_mosfet_seq_0475_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0216_valid,1,,
dev_anom_igbt_seq_0394_valid,1,,
dev_anom_igbt_seq_0032_valid,1,,
dev_anom_mosfet_seq_0087_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0135_valid,1,,
dev_anom_igbt_seq_0838_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0275_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0292_valid,1,,
dev_anom_mosfet_seq_0989_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0930_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0046_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
